MVNO,MVNAME,MVPARTY,MVCITY,MV_ILK_KANUN,MV_KANUN,MV_ILK_MAO,MV_MAO,MV_ILK_GGO,MV_GGO,MV_ILK_GO,MV_GO,MV_SSO,MV_YSO
6963,Sırrı Süreyya ÖNDER,BDP,İSTANBUL,6,6,3,273,0,0,0,0,0,31
6744,Ali ÖZGÜNDÜZ,CHP,İSTANBUL,14,38,19,257,0,2,0,5,10,134
6916,İhsan ÖZKES,CHP,İSTANBUL,4,36,11,600,0,1,0,5,29,184
6920,Şafak PAVEY,CHP,İSTANBUL,3,9,1,37,0,0,0,1,0,19
6854,İsmail SAFİ,AK Parti,İSTANBUL,0,1,0,10,0,0,0,0,0,0
6930,Oktay SARAL,AK Parti,İSTANBUL,0,5,0,4,0,0,0,0,0,0
6895,Müslim SARI,CHP,İSTANBUL,0,9,0,31,0,0,0,4,0,21
6866,Mihrimah Belma SATIR,AK Parti,İSTANBUL,0,6,0,6,0,0,0,0,0,0
6876,Sevim SAVAŞER,AK Parti,İSTANBUL,0,6,0,9,0,1,0,0,0,0
6613,Fatma Nur SERTER,CHP,İSTANBUL,0,12,3,55,0,1,0,2,3,19
6906,Mustafa ŞENTOP,AK Parti,İSTANBUL,0,2,0,0,0,0,0,0,0,0
6912,Hakan ŞÜKÜR,AK Parti,İSTANBUL,0,2,0,2,0,0,0,0,0,0
6204,Bihlun TAMAYLIGİL,CHP,İSTANBUL,1,13,0,11,0,1,0,1,0,5
6765,Mahmut TANAL,CHP,İSTANBUL,193,226,23,365,0,2,0,2,62,536
6908,Mustafa Sezgin TANRIKULU,CHP,İSTANBUL,74,154,45,526,0,2,0,4,1,1274
6836,Gürsel TEKİN,CHP,İSTANBUL,13,17,1,10,0,0,0,1,0,17
6922,Binnaz TOPRAK,CHP,İSTANBUL,1,18,2,65,0,0,0,2,0,10
5486,Erdoğan TOPRAK,CHP,İSTANBUL,11,20,4,19,0,0,0,1,19,84
6413,Durmuşali TORLAK,MHP,İSTANBUL,3,11,7,210,0,1,0,1,0,234
6877,Faik TUNAY,CHP,İSTANBUL,3,10,2,69,0,1,0,0,0,31
6548,Sebahat TUNCEL,BDP,İSTANBUL,20,21,34,270,0,0,0,0,4,71
6771,Bülent TURAN,AK Parti,İSTANBUL,4,11,0,8,0,0,0,0,5,0
6950,Ahmet Kutalmış TÜRKEŞ,AK Parti,İSTANBUL,0,2,0,2,0,0,0,0,0,0
6962,Abdullah Levent TÜZEL,BAĞIMSIZ,İSTANBUL,9,9,14,14,0,0,0,0,11,177
6952,İsmet UÇMA,AK Parti,İSTANBUL,0,2,0,6,0,0,0,0,0,0
6823,Şirin ÜNAL,AK Parti,İSTANBUL,1,8,0,7,0,1,0,0,0,0
5971,Enver YILMAZ,AK Parti,İSTANBUL,0,3,0,7,0,0,0,0,0,0
6505,İbrahim YİĞİT,AK Parti,İSTANBUL,0,3,0,3,0,0,0,0,0,0
6856,Erdal AKSÜNGER,CHP,İZMİR,3,20,3,311,1,2,0,3,0,43
6865,Ali AŞLIK,AK Parti,İZMİR,2,6,0,8,0,1,0,0,0,0
6794,Birgül AYMAN GÜLER,CHP,İZMİR,2,10,4,58,0,0,0,3,0,26
6945,Mustafa Ali BALBAY,CHP,İZMİR,0,0,0,1,0,0,0,0,0,0
6838,Musa ÇAM,CHP,İZMİR,9,22,0,143,0,0,0,2,0,47
6779,Aytun ÇIRAY,CHP,İZMİR,2,20,1,59,0,3,1,3,0,72
6875,Hamza DAĞ,AK Parti,İZMİR,0,6,0,6,0,0,0,0,0,0
6934,İlknur DENİZLİ,AK Parti,İZMİR,0,3,0,9,0,0,0,0,0,0
3782,Ertuğrul GÜNAY,AK Parti,İZMİR,0,0,0,1,0,0,0,0,0,0
6781,Hülya GÜVEN,CHP,İZMİR,11,36,12,295,0,0,0,1,15,67
6752,İlhan İŞBİLEN,AK Parti,İZMİR,0,5,0,3,0,0,0,0,0,0
4287,Erdal KALKAN,AK Parti,İZMİR,0,1,1,2,0,0,0,0,0,0
6786,Mustafa MOROĞLU,CHP,İZMİR,3,18,2,61,0,0,0,1,0,22
6564,Şükran Güldal MUMCU,CHP,İZMİR,2,3,0,3,0,0,0,0,0,0
6121,Oğuz OYAN,CHP,İZMİR,7,13,5,27,0,0,1,5,0,33
6891,Rıfat SAİT,AK Parti,İZMİR,1,3,0,1,0,0,0,0,0,0
6523,Mehmet Ali SUSAM,CHP,İZMİR,9,20,3,88,0,0,0,3,12,20
6860,Aydın ŞENGÜL,AK Parti,İZMİR,2,3,0,5,0,0,0,0,0,0
5683,Ahmet Kenan TANRIKULU,MHP,İZMİR,16,19,3,100,0,0,0,1,0,113
6286,Mehmet Sayım TEKELİOĞLU,AK Parti,İZMİR,1,3,0,3,0,0,0,0,0,0
6853,Rahmi Aşkın TÜRELİ,CHP,İZMİR,10,27,8,136,0,0,0,3,4,100
6802,Rıza Mahmut TÜRMEN,CHP,İZMİR,7,16,2,76,0,0,0,2,0,6
6872,Nesrin ULEMA,AK Parti,İZMİR,0,8,0,9,0,0,0,0,0,0
5763,Oktay VURAL,MHP,İZMİR,82,84,5,152,15,15,9,10,0,56
6239,Binali YILDIRIM,AK Parti,İZMİR,0,0,0,0,0,0,0,0,0,0
6809,Alaattin YÜKSEL,CHP,İZMİR,7,21,6,57,0,0,0,2,0,84
6769,Sevde BAYAZIT KAÇAR,AK Parti,KAHRAMANMARAŞ,0,4,0,3,0,0,0,0,0,0
6739,Mesut DEDEOĞLU,MHP,KAHRAMANMARAŞ,10,17,29,250,0,0,0,0,721,710
6787,Sıtkı GÜVENÇ,AK Parti,KAHRAMANMARAŞ,1,5,0,6,0,0,0,0,0,0
6515,Durdu ÖZBOLAT,CHP,KAHRAMANMARAŞ,0,9,0,114,0,1,0,3,0,54
6002,Nevzat PAKDİL,AK Parti,KAHRAMANMARAŞ,1,3,0,8,0,0,0,0,0,0
6754,Yıldırım Mehmet RAMAZANOĞLU,AK Parti,KAHRAMANMARAŞ,0,4,0,3,0,0,0,0,0,0
5506,Mehmet SAĞLAM,AK Parti,KAHRAMANMARAŞ,1,4,0,0,0,0,0,0,0,0
6862,Mahir ÜNAL,AK Parti,KAHRAMANMARAŞ,7,8,1,3,0,1,0,0,0,0
6661,Osman KAHVECİ,AK Parti,KARABÜK,0,7,0,4,0,0,0,0,0,0
5482,Mehmet Ali ŞAHİN,AK Parti,KARABÜK,0,1,0,0,0,0,0,0,0,0
6306,Mevlüt AKGÜN,AK Parti,KARAMAN,0,1,0,3,0,0,0,0,0,6
6440,Lütfi ELVAN,AK Parti,KARAMAN,0,1,0,3,0,0,0,0,0,0
6698,Ahmet ARSLAN,AK Parti,KARS,1,8,0,13,0,0,0,0,0,0
6966,Mülkiye BİRTANE,BDP,KARS,14,15,42,272,0,0,0,0,1,216
6693,Yunus KILIÇ,AK Parti,KARS,1,4,0,5,0,0,0,0,0,0
6749,Emin ÇINAR,MHP,KASTAMONU,2,10,4,237,0,0,0,0,6,72
6943,Mustafa Gökhan GÜLŞEN,AK Parti,KASTAMONU,0,5,0,4,0,0,0,0,0,0
6337,Hakkı KÖYLÜ,AK Parti,KASTAMONU,0,2,0,1,0,0,0,0,0,0
6318,Mustafa ELİTAŞ,AK Parti,KAYSERİ,8,9,0,3,0,1,0,0,0,0
6900,Pelin GÜNDEŞ BAKIR,AK Parti,KAYSERİ,0,4,0,3,0,0,0,0,0,0
6746,Yusuf HALAÇOĞLU,MHP,KAYSERİ,2,15,0,216,0,0,0,0,0,42
6433,Yaşar KARAYEL,AK Parti,KAYSERİ,0,5,0,5,0,0,0,0,0,0
6509,Mehmet Şevki KULKULOĞLU,CHP,KAYSERİ,0,11,2,277,0,0,0,1,0,39
6529,Ahmet ÖKSÜZKAYA,AK Parti,KAYSERİ,1,7,0,9,0,0,0,0,0,0
6948,İsmail TAMER,AK Parti,KAYSERİ,0,7,0,7,0,0,0,0,0,0
5686,Sadık YAKUT,AK Parti,KAYSERİ,2,4,0,1,0,0,0,0,0,0
6317,Taner YILDIZ,AK Parti,KAYSERİ,0,2,0,0,0,0,0,0,0,0
5932,Beşir ATALAY,AK Parti,KIRIKKALE,0,0,0,0,0,0,0,0,0,0
6133,Ramazan CAN,AK Parti,KIRIKKALE,1,12,1,10,0,1,0,0,0,0
6716,Oğuz Kağan KÖKSAL,AK Parti,KIRIKKALE,0,4,0,5,0,0,0,0,0,0
6500,Turgut DİBEK,CHP,KIRKLARELİ,4,18,21,145,0,1,0,3,0,170
6917,Şenol GÜRŞAN,AK Parti,KIRKLARELİ,0,4,0,3,0,0,0,0,0,0
6079,Mehmet Siyam KESİMOĞLU,CHP,KIRKLARELİ,7,26,5,229,0,1,0,2,0,163
6816,Muzaffer ASLAN,AK Parti,KIRŞEHİR,0,8,0,7,0,0,0,0,0,0
6550,Abdullah ÇALIŞKAN,AK Parti,KIRŞEHİR,1,5,0,3,0,0,0,0,0,0
6656,Ahmet Salih DAL,AK Parti,KİLİS,0,3,0,2,0,1,0,0,0,0
6657,Fuat KARAKUŞ,AK Parti,KİLİS,0,1,0,2,0,0,0,0,0,0
6680,Haydar AKAR,CHP,KOCAELİ,10,41,10,367,0,2,0,7,2,79
6937,Zeki AYGÜN,AK Parti,KOCAELİ,0,4,0,1,0,0,0,0,0,0
6321,Muzaffer BAŞTOPÇU,AK Parti,KOCAELİ,0,3,0,2,0,0,0,0,0,0
6327,Nihat ERGÜN,AK Parti,KOCAELİ,0,0,0,0,0,0,0,0,0,0
6535,Azize Sibel GÖNÜL,AK Parti,KOCAELİ,1,6,1,6,0,0,0,0,0,0
6684,Hurşit GÜNEŞ,CHP,KOCAELİ,4,24,1,189,0,1,1,2,0,17
6534,Fikri IŞIK,AK Parti,KOCAELİ,0,4,0,2,0,0,0,0,0,0
6683,Mehmet Hilal KAPLAN,CHP,KOCAELİ,12,30,7,353,0,0,0,5,2,32
6938,Mehmet Ali OKUR,AK Parti,KOCAELİ,1,4,0,3,0,0,0,0,0,0
6941,İlyas ŞEKER,AK Parti,KOCAELİ,0,7,0,2,0,0,0,0,0,0
6664,Lütfü TÜRKKAN,MHP,KOCAELİ,4,9,6,175,0,0,0,1,4,393
6672,Mustafa AKIŞ,AK Parti,KONYA,0,9,0,1,0,0,0,0,0,0
5668,Faruk BAL,MHP,KONYA,0,2,0,41,0,0,0,0,0,1
6868,Mustafa BALOĞLU,AK Parti,KONYA,1,13,0,6,0,0,0,0,0,0
6648,Ahmet DAVUTOĞLU,AK Parti,KONYA,0,0,0,0,0,0,0,0,0,0
6423,Mustafa KABAKCI,AK Parti,KONYA,0,3,0,3,0,0,0,0,0,0
6466,Mustafa KALAYCI,MHP,KONYA,39,73,3,210,0,1,0,2,0,48
5938,Atilla KART,CHP,KONYA,5,13,4,111,0,1,1,2,0,91
6281,Kerim ÖZKUL,AK Parti,KONYA,2,16,1,3,0,0,0,0,0,0
6718,Gülay SAMANCI,AK Parti,KONYA,0,6,0,1,0,0,0,0,0,0
6276,Harun TÜFEKCİ,AK Parti,KONYA,0,7,0,5,0,0,0,0,0,0
6420,Ayşe TÜRKMENOĞLU,AK Parti,KONYA,0,6,0,3,0,0,0,0,0,0
6677,Hüseyin ÜZÜLMEZ,AK Parti,KONYA,0,3,0,3,0,0,0,0,0,0
6670,İlhan YERLİKAYA,AK Parti,KONYA,0,9,0,7,0,0,0,0,0,0
6725,Cem ZORLU,AK Parti,KONYA,0,5,0,5,0,0,0,0,0,0
5979,Soner AKSOY,AK Parti,KÜTAHYA,0,4,0,4,0,0,0,0,0,0
6741,İdris BAL,AK Parti,KÜTAHYA,0,2,0,3,0,0,0,0,0,0
6437,Alim IŞIK,MHP,KÜTAHYA,11,22,29,260,0,0,0,2,178,1292
6658,Vural KAVUNCU,AK Parti,KÜTAHYA,0,4,0,4,0,0,0,0,0,0
6171,Hasan Fehmi KİNAY,AK Parti,KÜTAHYA,0,2,0,2,0,0,0,0,0,0
6857,Veli AĞBABA,CHP,MALATYA,11,48,32,416,1,1,0,4,2,262
6685,Hüseyin Cemal AKIN,AK Parti,MALATYA,0,2,0,3,0,0,0,0,0,0
6615,Öznur ÇALIK,AK Parti,MALATYA,3,6,2,6,0,0,0,0,0,0
6518,Mahmut Mücahit FINDIKLI,AK Parti,MALATYA,1,3,1,4,0,0,0,0,0,0
6429,Ömer Faruk ÖZ,AK Parti,MALATYA,0,6,0,6,0,0,0,0,0,0
6924,Mustafa ŞAHİN,AK Parti,MALATYA,0,7,2,9,0,1,0,0,0,0
6462,Erkan AKÇAY,MHP,MANİSA,25,40,17,199,0,0,0,1,5,543
6913,Uğur AYDEMİR,AK Parti,MANİSA,1,6,0,2,0,0,0,0,0,0
6522,Recai BERBER,AK Parti,MANİSA,2,3,0,3,0,0,0,0,0,0
3764,Sümer ORAL,MHP,MANİSA,0,5,0,183,0,0,0,0,0,6
6324,Hasan ÖREN,CHP,MANİSA,9,24,11,189,0,1,0,2,1,174
6778,Sakine ÖZ,CHP,MANİSA,4,27,9,227,0,1,0,2,0,96
6907,Selçuk ÖZDAĞ,AK Parti,MANİSA,0,3,1,3,0,0,0,0,0,0
6928,Özgür ÖZEL,CHP,MANİSA,7,36,3,183,0,1,0,2,1,127
6179,Hüseyin TANRIVERDİ,AK Parti,MANİSA,0,2,0,1,0,0,0,0,0,0
6863,Muzaffer YURTTAŞ,AK Parti,MANİSA,0,6,0,5,0,0,0,0,0,0
6732,Abdurrahim AKDAĞ,AK Parti,MARDİN,0,4,0,4,0,0,0,0,0,0
6633,Gönül BEKİN ŞAHKULUBEY,AK Parti,MARDİN,0,3,0,5,0,0,0,0,0,0
6965,Erol DORA,BDP,MARDİN,0,0,29,274,0,0,0,0,0,34
6737,Muammer GÜLER,AK Parti,MARDİN,0,3,0,2,0,0,0,0,0,0
3536,Ahmet TÜRK,BAĞIMSIZ,MARDİN,0,0,0,1,0,0,0,0,0,1
6964,Gülser YILDIRIM,BDP,MARDİN,0,0,0,0,0,0,0,0,0,0
6927,Aytuğ ATICI,CHP,MERSİN,7,25,15,173,0,2,0,4,1,51
6719,Nebi BOZKURT,AK Parti,MERSİN,0,4,0,5,0,0,0,0,0,0
6531,Mehmet Zafer ÇAĞLAYAN,AK Parti,MERSİN,0,0,0,0,0,0,0,0,0,0
6641,İsa GÖK,CHP,MERSİN,0,1,0,7,0,0,0,2,0,4
6955,Ertuğrul KÜRKCÜ,BDP,MERSİN,0,1,8,273,0,0,0,0,0,36
6715,Çiğdem Münevver ÖKTEN,AK Parti,MERSİN,1,2,0,5,0,0,0,0,0,0
6811,Ali ÖZ,MHP,MERSİN,19,28,13,248,0,0,0,0,14,326
6563,Ali Rıza ÖZTÜRK,CHP,MERSİN,8,37,16,326,0,2,0,3,0,206
6557,Vahap SEÇER,CHP,MERSİN,6,21,7,52,0,0,0,4,0,31
5782,Mehmet ŞANDIR,MHP,MERSİN,163,165,70,266,15,15,9,10,0,205
6714,Ahmet Tevfik UZUN,AK Parti,MERSİN,0,4,0,0,0,1,0,0,0,0
6830,Ömer Süha ALDAN,CHP,MUĞLA,7,25,0,57,0,0,0,4,0,47
6833,Ali BOĞA,AK Parti,MUĞLA,0,2,0,4,0,0,0,0,0,0
6791,Tolga ÇANDAR,CHP,MUĞLA,0,15,3,135,0,1,0,2,0,19
6914,Nurettin DEMİR,CHP,MUĞLA,21,32,6,163,0,1,0,2,16,121
6881,Mehmet ERDOĞAN,MHP,MUĞLA,8,19,4,233,0,1,0,2,10,40
6422,Yüksel ÖZDEN,AK Parti,MUĞLA,1,3,0,5,0,0,0,0,0,0
6890,Muzaffer ÇAKAR,AK Parti,MUŞ,0,3,0,5,0,0,0,0,0,0
6961,Demir ÇELİK,BDP,MUŞ,7,7,15,271,0,0,0,0,0,91
6733,Faruk IŞIK,AK Parti,MUŞ,0,2,0,5,0,0,0,0,0,0
4673,Sırrı SAKİK,BDP,MUŞ,1,1,7,274,0,0,0,0,0,14
6517,Ahmet Erdal FERALAN,AK Parti,NEVŞEHİR,0,2,0,4,0,0,0,0,0,0
6904,Ebu Bekir GİZLİGİDER,AK Parti,NEVŞEHİR,0,5,2,5,0,0,0,0,0,0
6882,Murat GÖKTÜRK,AK Parti,NEVŞEHİR,0,7,0,7,0,0,0,0,0,0
6682,Alpaslan KAVAKLIOĞLU,AK Parti,NİĞDE,0,7,0,9,0,0,0,0,0,0
6706,Ömer SELVİ,AK Parti,NİĞDE,0,4,0,6,0,1,0,0,0,0
6711,Doğan ŞAFAK,CHP,NİĞDE,4,26,3,219,0,1,0,5,6,58
6578,Mustafa HAMARAT,AK Parti,ORDU,1,5,0,3,0,0,0,0,0,0
6312,İdris Naim ŞAHİN,AK Parti,ORDU,1,1,0,0,0,0,0,0,0,0
6879,İhsan ŞENER,AK Parti,ORDU,1,9,0,6,0,0,0,0,0,0
6888,Fatih Han ÜNAL,AK Parti,ORDU,0,6,0,2,0,0,0,0,0,0
6798,İdris YILDIZ,CHP,ORDU,0,22,5,84,0,1,0,3,0,48
5801,Devlet BAHÇELİ,MHP,OSMANİYE,1,1,0,0,0,0,0,0,0,0
6339,Durdu Mehmet KASTAL,AK Parti,OSMANİYE,0,1,0,14,0,0,0,0,0,0
6740,Suat ÖNAL,AK Parti,OSMANİYE,0,5,0,5,0,0,0,0,0,0
6694,Hasan Hüseyin TÜRKOĞLU,MHP,OSMANİYE,12,20,10,201,0,0,0,1,13,132
6260,Nusret BAYRAKTAR,AK Parti,RİZE,1,6,0,4,0,0,0,0,0,0
6889,Hasan KARAL,AK Parti,RİZE,0,3,0,5,0,0,0,0,0,0
5996,Hayati YAZICI,AK Parti,RİZE,1,2,0,0,0,0,0,0,0,0
6348,Hasan Ali ÇELİK,AK Parti,SAKARYA,1,7,0,3,0,0,0,0,0,0
5997,Şaban DİŞLİ,AK Parti,SAKARYA,0,2,0,0,0,0,0,0,0,0
6861,Ayşenur İSLAM,AK Parti,SAKARYA,0,5,0,5,0,0,0,0,0,0
6438,Münir KUTLUATA,MHP,SAKARYA,0,5,1,67,0,1,0,2,0,0
6789,Engin ÖZKOÇ,CHP,SAKARYA,2,15,2,42,0,1,0,2,0,46
6347,Ayhan Sefer ÜSTÜN,AK Parti,SAKARYA,0,2,0,1,0,0,0,0,0,0
6822,Ali İhsan YAVUZ,AK Parti,SAKARYA,0,6,0,6,0,0,0,0,0,0
6675,Tülay BAKIR,AK Parti,SAMSUN,0,3,0,13,0,0,0,0,0,0
6269,Cemal Yılmaz DEMİR,AK Parti,SAMSUN,0,0,0,1,0,0,0,0,0,0
6270,Mustafa DEMİR,AK Parti,SAMSUN,0,1,0,2,0,0,0,0,0,0
6834,Ahmet İhsan KALKAVAN,CHP,SAMSUN,0,31,0,368,0,3,0,2,5,26
6662,Akif Çağatay KILIÇ,AK Parti,SAMSUN,0,2,0,5,0,0,0,0,0,0
6153,Suat KILIÇ,AK Parti,SAMSUN,0,2,0,0,0,0,0,0,0,0
6081,Ahmet Haluk KOÇ,CHP,SAMSUN,1,11,0,23,0,1,0,1,0,46
6850,Cemalettin ŞİMŞEK,MHP,SAMSUN,9,19,2,113,0,0,0,0,4,42
6008,Ahmet YENİ,AK Parti,SAMSUN,0,2,0,4,0,0,0,0,0,0
6010,Afif DEMİRKIRAN,AK Parti,SİİRT,0,2,0,3,0,0,0,0,0,0
6479,Gültan KIŞANAK,BDP,SİİRT,0,0,0,0,0,0,0,0,0,0
6901,Osman ÖREN,AK Parti,SİİRT,0,3,0,5,0,0,0,0,0,0
6030,Engin ALTAY,CHP,SİNOP,10,18,4,113,0,1,0,3,0,44
6745,Mehmet ERSOY,AK Parti,SİNOP,0,3,0,10,0,0,0,0,0,0
6887,Hilmi BİLGİN,AK Parti,SİVAS,1,9,0,6,0,0,0,0,0,0
6620,Mesude Nursuna MEMECAN,AK Parti,SİVAS,0,0,0,2,0,0,0,0,0,0
6405,Malik Ecder ÖZDEMİR,CHP,SİVAS,4,27,1,191,0,2,0,4,0,24
6886,Ali TURAN,AK Parti,SİVAS,0,3,0,6,0,0,0,0,0,0
6374,İsmet YILMAZ,AK Parti,SİVAS,0,1,0,0,0,0,0,0,0,0
5754,Yahya AKMAN,AK Parti,ŞANLIURFA,1,5,0,10,0,0,0,0,0,0
6695,Mehmet AKYÜREK,AK Parti,ŞANLIURFA,0,8,0,15,0,0,0,0,0,0
6968,İbrahim AYHAN,BDP,ŞANLIURFA,0,0,0,0,0,0,0,0,0,0
6474,İbrahim BİNİCİ,BDP,ŞANLIURFA,4,4,9,275,0,0,0,0,19,108
5905,Faruk ÇELİK,AK Parti,ŞANLIURFA,0,1,0,0,0,0,0,0,0,0
4698,Seyit EYYÜPOĞLU,AK Parti,ŞANLIURFA,0,4,0,0,0,0,0,0,0,0
6663,Abdulkerim GÖK,AK Parti,ŞANLIURFA,4,11,0,6,0,0,0,0,0,0
6671,Mehmet Kasım GÜLPINAR,AK Parti,ŞANLIURFA,1,7,0,5,0,0,0,0,0,0
6707,Mahmut KAÇAR,AK Parti,ŞANLIURFA,0,3,0,12,0,0,0,0,0,0
6488,Abdulkadir Emin ÖNEN,AK Parti,ŞANLIURFA,0,5,0,4,0,0,0,0,0,0
6674,Halil ÖZCAN,AK Parti,ŞANLIURFA,0,3,0,0,0,0,0,0,0,0
6104,Zeynep Armağan USLU,AK Parti,ŞANLIURFA,0,11,0,4,0,0,0,0,0,0
6681,Mehmet Emin DİNDAR,AK Parti,ŞIRNAK,0,4,0,4,0,0,0,0,0,0
6970,Selma IRMAK,BDP,ŞIRNAK,0,0,0,0,0,0,0,0,0,0
6476,Hasip KAPLAN,BDP,ŞIRNAK,20,20,55,326,1,1,4,4,16,97
6971,Faysal SARIYILDIZ,BDP,ŞIRNAK,0,0,0,0,0,0,0,0,0,0
5954,Tevfik Ziyaeddin AKBULUT,AK Parti,TEKİRDAĞ,0,3,0,2,0,0,0,0,0,0
6655,Bülent BELEN,MHP,TEKİRDAĞ,13,20,1,185,0,1,0,2,0,47
6686,Emre KÖPRÜLÜ,CHP,TEKİRDAĞ,4,21,7,184,0,1,0,2,3,81
6402,Faik ÖZTRAK,CHP,TEKİRDAĞ,3,11,1,30,0,1,0,1,0,17
6884,Özlem YEMİŞÇİ,AK Parti,TEKİRDAĞ,0,4,0,3,0,0,0,0,0,0
6837,Candan YÜCEER,CHP,TEKİRDAĞ,3,26,15,349,0,2,0,4,1,121
6290,Zeyid ASLAN,AK Parti,TOKAT,0,3,0,14,0,0,0,0,0,0
5973,Şükrü AYALAN,AK Parti,TOKAT,1,1,0,0,0,0,0,0,0,0
5676,Reşat DOĞRU,MHP,TOKAT,14,29,17,138,0,1,0,1,257,129
6780,Orhan DÜZGÜN,CHP,TOKAT,11,22,9,44,0,1,0,2,0,94
6616,Dilek YÜKSEL,AK Parti,TOKAT,0,4,0,4,0,0,0,0,0,0
4712,Koray AYDIN,MHP,TRABZON,0,3,0,77,0,0,0,0,0,6
6933,Erdoğan BAYRAKTAR,AK Parti,TRABZON,0,1,0,0,0,0,0,0,0,0
6846,Aydın BIYIKLIOĞLU,AK Parti,TRABZON,0,6,0,4,0,0,0,0,0,0
6825,Mehmet Volkan CANALİOĞLU,CHP,TRABZON,6,25,5,131,0,1,0,3,2,69
6294,Faruk Nafız ÖZAK,AK Parti,TRABZON,0,1,0,1,0,0,0,0,0,0
6555,Safiye SEYMENOĞLU,AK Parti,TRABZON,0,5,0,6,0,0,0,0,0,0
6826,Hüseyin AYGÜN,CHP,TUNCELİ,1,6,9,41,0,1,0,3,0,125
4440,Kamer GENÇ,CHP,TUNCELİ,10,25,3,160,0,1,0,6,104,6
6792,Dilek AKAGÜN YILMAZ,CHP,UŞAK,1,14,3,95,0,0,0,2,0,75
6788,Mehmet ALTAY,AK Parti,UŞAK,2,5,0,2,0,0,0,0,0,0
6768,İsmail GÜNEŞ,AK Parti,UŞAK,0,9,0,4,0,0,0,0,0,0
6958,Kemal AKTAŞ,BAĞIMSIZ,VAN,0,0,0,0,0,0,0,0,0,0
6807,Mustafa BİLİCİ,AK Parti,VAN,0,4,0,6,0,0,0,0,0,0
6805,Fatih ÇİFTCİ,AK Parti,VAN,0,4,0,4,0,0,0,0,0,0
6967,Nazmi GÜR,BDP,VAN,1,1,8,274,0,0,0,0,4,82
6394,Burhan KAYATÜRK,AK Parti,VAN,0,2,0,1,0,0,0,0,0,0
6572,Gülşen ORHAN,AK Parti,VAN,0,1,0,4,0,0,0,0,0,0
6478,Aysel TUĞLUK,BAĞIMSIZ,VAN,0,1,1,4,0,0,0,0,0,26
6484,Özdal ÜÇER,BDP,VAN,0,0,4,272,0,0,0,0,0,59
6747,Temel COŞKUN,AK Parti,YALOVA,0,6,1,5,0,0,0,0,0,0
6367,Muharrem İNCE,CHP,YALOVA,16,16,6,16,3,3,4,4,0,115
6709,Yusuf BAŞER,AK Parti,YOZGAT,1,7,0,12,0,0,0,0,0,0
6238,Bekir BOZDAĞ,AK Parti,YOZGAT,0,2,0,0,0,0,0,0,0,0
6855,Sadir DURMAZ,MHP,YOZGAT,9,19,5,92,0,0,0,1,19,121
6710,Ertuğrul SOYSAL,AK Parti,YOZGAT,1,13,0,8,0,0,0,0,0,0
6796,Ercan CANDAN,AK Parti,ZONGULDAK,0,1,0,1,0,0,0,0,0,0
6894,Mehmet HABERAL,CHP,ZONGULDAK,0,0,0,0,0,0,0,0,0,0
6512,Ali İhsan KÖKTÜRK,CHP,ZONGULDAK,4,31,10,211,0,0,0,3,0,156
3822,Köksal TOPTAN,AK Parti,ZONGULDAK,0,1,0,0,0,0,0,0,0,0
6738,Özcan ULUPINAR,AK Parti,ZONGULDAK,0,2,0,14,0,0,0,0,0,0
