MVNO,MVNAME,MVPARTY,MVCITY,MV_ILK_KANUN,MV_KANUN,MV_ILK_MAO,MV_MAO,MV_ILK_GGO,MV_GGO,MV_ILK_GO,MV_GO,MV_SSO,MV_YSO
6963,Sırrı Süreyya ÖNDER,BDP,İSTANBUL,6,6,2,177,0,0,0,0,0,31
6744,Ali ÖZGÜNDÜZ,CHP,İSTANBUL,12,31,13,183,0,2,0,3,10,115
6916,İhsan ÖZKES,CHP,İSTANBUL,3,30,5,415,0,0,0,4,29,152
6920,Şafak PAVEY,CHP,İSTANBUL,3,9,1,33,0,0,0,1,0,12
6854,İsmail SAFİ,AK Parti,İSTANBUL,0,1,0,9,0,0,0,0,0,0
6930,Oktay SARAL,AK Parti,İSTANBUL,0,4,0,1,0,0,0,0,0,0
6895,Müslim SARI,CHP,İSTANBUL,0,9,0,16,0,0,0,3,0,15
6866,Mihrimah Belma SATIR,AK Parti,İSTANBUL,0,4,0,4,0,0,0,0,0,0
6876,Sevim SAVAŞER,AK Parti,İSTANBUL,0,3,0,5,0,1,0,0,0,0
6613,Fatma Nur SERTER,CHP,İSTANBUL,0,12,1,33,0,1,0,2,3,14
6906,Mustafa ŞENTOP,AK Parti,İSTANBUL,0,2,0,0,0,0,0,0,0,0
6912,Hakan ŞÜKÜR,AK Parti,İSTANBUL,0,2,0,1,0,0,0,0,0,0
6204,Bihlun TAMAYLIGİL,CHP,İSTANBUL,1,13,0,11,0,1,0,1,0,5
6765,Mahmut TANAL,CHP,İSTANBUL,159,190,18,275,0,2,0,2,51,418
6908,Mustafa Sezgin TANRIKULU,CHP,İSTANBUL,54,130,21,353,0,2,0,3,1,507
6836,Gürsel TEKİN,CHP,İSTANBUL,9,13,0,4,0,0,0,1,0,10
6922,Binnaz TOPRAK,CHP,İSTANBUL,1,15,1,40,0,0,0,2,0,6
5486,Erdoğan TOPRAK,CHP,İSTANBUL,10,17,3,12,0,0,0,1,19,64
6413,Durmuşali TORLAK,MHP,İSTANBUL,1,5,6,183,0,1,0,1,0,126
6877,Faik TUNAY,CHP,İSTANBUL,3,9,2,52,0,1,0,0,0,29
6548,Sebahat TUNCEL,BDP,İSTANBUL,17,17,24,174,0,0,0,0,3,46
6771,Bülent TURAN,AK Parti,İSTANBUL,3,7,0,2,0,0,0,0,5,0
6950,Ahmet Kutalmış TÜRKEŞ,AK Parti,İSTANBUL,0,1,0,1,0,0,0,0,0,0
6962,Abdullah Levent TÜZEL,BAĞIMSIZ,İSTANBUL,6,6,8,8,0,0,0,0,11,116
6952,İsmet UÇMA,AK Parti,İSTANBUL,0,2,0,3,0,0,0,0,0,0
6823,Şirin ÜNAL,AK Parti,İSTANBUL,1,3,0,3,0,1,0,0,0,0
5971,Enver YILMAZ,AK Parti,İSTANBUL,0,2,0,3,0,0,0,0,0,0
6505,İbrahim YİĞİT,AK Parti,İSTANBUL,0,1,0,2,0,0,0,0,0,0
6856,Erdal AKSÜNGER,CHP,İZMİR,3,18,2,214,0,1,0,2,0,38
6865,Ali AŞLIK,AK Parti,İZMİR,1,3,0,4,0,1,0,0,0,0
6794,Birgül AYMAN GÜLER,CHP,İZMİR,0,7,1,31,0,0,0,3,0,20
6945,Mustafa Ali BALBAY,CHP,İZMİR,0,0,0,1,0,0,0,0,0,0
6838,Musa ÇAM,CHP,İZMİR,4,15,0,63,0,0,0,1,0,35
6779,Aytun ÇIRAY,CHP,İZMİR,2,17,1,36,0,2,0,1,0,53
6875,Hamza DAĞ,AK Parti,İZMİR,0,5,0,3,0,0,0,0,0,0
6934,İlknur DENİZLİ,AK Parti,İZMİR,0,2,0,4,0,0,0,0,0,0
3782,Ertuğrul GÜNAY,AK Parti,İZMİR,0,0,0,1,0,0,0,0,0,0
6781,Hülya GÜVEN,CHP,İZMİR,5,28,8,209,0,0,0,1,15,45
6752,İlhan İŞBİLEN,AK Parti,İZMİR,0,2,0,2,0,0,0,0,0,0
4287,Erdal KALKAN,AK Parti,İZMİR,0,1,1,2,0,0,0,0,0,0
6786,Mustafa MOROĞLU,CHP,İZMİR,2,15,2,40,0,0,0,1,0,20
6564,Şükran Güldal MUMCU,CHP,İZMİR,2,3,0,3,0,0,0,0,0,0
6121,Oğuz OYAN,CHP,İZMİR,6,11,4,14,0,0,1,3,0,19
6891,Rıfat SAİT,AK Parti,İZMİR,1,2,0,0,0,0,0,0,0,0
6523,Mehmet Ali SUSAM,CHP,İZMİR,8,19,3,67,0,0,0,2,12,16
6860,Aydın ŞENGÜL,AK Parti,İZMİR,0,1,0,2,0,0,0,0,0,0
5683,Ahmet Kenan TANRIKULU,MHP,İZMİR,11,13,3,84,0,0,0,1,0,91
6286,Mehmet Sayım TEKELİOĞLU,AK Parti,İZMİR,1,3,0,2,0,0,0,0,0,0
6853,Rahmi Aşkın TÜRELİ,CHP,İZMİR,1,16,4,112,0,0,0,2,2,76
6802,Rıza Mahmut TÜRMEN,CHP,İZMİR,7,15,2,57,0,0,0,2,0,6
6872,Nesrin ULEMA,AK Parti,İZMİR,0,6,0,5,0,0,0,0,0,0
5763,Oktay VURAL,MHP,İZMİR,61,63,3,124,3,15,9,10,0,28
6239,Binali YILDIRIM,AK Parti,İZMİR,0,0,0,0,0,0,0,0,0,0
6809,Alaattin YÜKSEL,CHP,İZMİR,5,16,3,39,0,0,0,2,0,74
6769,Sevde BAYAZIT KAÇAR,AK Parti,KAHRAMANMARAŞ,0,2,0,1,0,0,0,0,0,0
6739,Mesut DEDEOĞLU,MHP,KAHRAMANMARAŞ,9,14,25,212,0,0,0,0,566,496
6787,Sıtkı GÜVENÇ,AK Parti,KAHRAMANMARAŞ,0,2,0,4,0,0,0,0,0,0
6515,Durdu ÖZBOLAT,CHP,KAHRAMANMARAŞ,0,8,0,91,0,1,0,2,0,36
6002,Nevzat PAKDİL,AK Parti,KAHRAMANMARAŞ,1,3,0,5,0,0,0,0,0,0
6754,Yıldırım Mehmet RAMAZANOĞLU,AK Parti,KAHRAMANMARAŞ,0,2,0,2,0,0,0,0,0,0
5506,Mehmet SAĞLAM,AK Parti,KAHRAMANMARAŞ,1,3,0,0,0,0,0,0,0,0
6862,Mahir ÜNAL,AK Parti,KAHRAMANMARAŞ,5,6,0,1,0,1,0,0,0,0
6661,Osman KAHVECİ,AK Parti,KARABÜK,0,3,0,2,0,0,0,0,0,0
5482,Mehmet Ali ŞAHİN,AK Parti,KARABÜK,0,1,0,0,0,0,0,0,0,0
6306,Mevlüt AKGÜN,AK Parti,KARAMAN,0,1,0,1,0,0,0,0,0,6
6440,Lütfi ELVAN,AK Parti,KARAMAN,0,1,0,2,0,0,0,0,0,0
6698,Ahmet ARSLAN,AK Parti,KARS,1,5,0,10,0,0,0,0,0,0
6966,Mülkiye BİRTANE,BDP,KARS,11,11,31,175,0,0,0,0,1,146
6693,Yunus KILIÇ,AK Parti,KARS,0,2,0,1,0,0,0,0,0,0
6749,Emin ÇINAR,MHP,KASTAMONU,1,6,3,193,0,0,0,0,6,64
6943,Mustafa Gökhan GÜLŞEN,AK Parti,KASTAMONU,0,3,0,1,0,0,0,0,0,0
6337,Hakkı KÖYLÜ,AK Parti,KASTAMONU,0,2,0,1,0,0,0,0,0,0
6318,Mustafa ELİTAŞ,AK Parti,KAYSERİ,6,7,0,1,0,1,0,0,0,0
6900,Pelin GÜNDEŞ BAKIR,AK Parti,KAYSERİ,0,4,0,2,0,0,0,0,0,0
6746,Yusuf HALAÇOĞLU,MHP,KAYSERİ,0,8,0,185,0,0,0,0,0,28
6433,Yaşar KARAYEL,AK Parti,KAYSERİ,0,4,0,4,0,0,0,0,0,0
6509,Mehmet Şevki KULKULOĞLU,CHP,KAYSERİ,0,11,2,221,0,0,0,1,0,34
6529,Ahmet ÖKSÜZKAYA,AK Parti,KAYSERİ,1,4,0,7,0,0,0,0,0,0
6948,İsmail TAMER,AK Parti,KAYSERİ,0,4,0,5,0,0,0,0,0,0
5686,Sadık YAKUT,AK Parti,KAYSERİ,2,4,0,1,0,0,0,0,0,0
6317,Taner YILDIZ,AK Parti,KAYSERİ,0,2,0,0,0,0,0,0,0,0
5932,Beşir ATALAY,AK Parti,KIRIKKALE,0,0,0,0,0,0,0,0,0,0
6133,Ramazan CAN,AK Parti,KIRIKKALE,0,4,0,4,0,1,0,0,0,0
6716,Oğuz Kağan KÖKSAL,AK Parti,KIRIKKALE,0,3,0,3,0,0,0,0,0,0
6500,Turgut DİBEK,CHP,KIRKLARELİ,4,18,17,107,0,1,0,3,0,143
6917,Şenol GÜRŞAN,AK Parti,KIRKLARELİ,0,2,0,2,0,0,0,0,0,0
6079,Mehmet Siyam KESİMOĞLU,CHP,KIRKLARELİ,6,23,4,140,0,0,0,1,0,129
6816,Muzaffer ASLAN,AK Parti,KIRŞEHİR,0,4,0,4,0,0,0,0,0,0
6550,Abdullah ÇALIŞKAN,AK Parti,KIRŞEHİR,0,4,0,2,0,0,0,0,0,0
6656,Ahmet Salih DAL,AK Parti,KİLİS,0,2,0,0,0,1,0,0,0,0
6657,Fuat KARAKUŞ,AK Parti,KİLİS,0,1,0,1,0,0,0,0,0,0
6680,Haydar AKAR,CHP,KOCAELİ,4,31,8,212,0,1,0,5,2,66
6937,Zeki AYGÜN,AK Parti,KOCAELİ,0,3,0,0,0,0,0,0,0,0
6321,Muzaffer BAŞTOPÇU,AK Parti,KOCAELİ,0,1,0,0,0,0,0,0,0,0
6327,Nihat ERGÜN,AK Parti,KOCAELİ,0,0,0,0,0,0,0,0,0,0
6535,Azize Sibel GÖNÜL,AK Parti,KOCAELİ,1,5,1,4,0,0,0,0,0,0
6684,Hurşit GÜNEŞ,CHP,KOCAELİ,3,22,1,155,0,1,1,2,0,15
6534,Fikri IŞIK,AK Parti,KOCAELİ,0,2,0,1,0,0,0,0,0,0
6683,Mehmet Hilal KAPLAN,CHP,KOCAELİ,3,16,4,188,0,0,0,5,2,19
6938,Mehmet Ali OKUR,AK Parti,KOCAELİ,0,1,0,0,0,0,0,0,0,0
6941,İlyas ŞEKER,AK Parti,KOCAELİ,0,2,0,0,0,0,0,0,0,0
6664,Lütfü TÜRKKAN,MHP,KOCAELİ,4,9,4,135,0,0,0,1,4,291
6672,Mustafa AKIŞ,AK Parti,KONYA,0,5,0,1,0,0,0,0,0,0
5668,Faruk BAL,MHP,KONYA,0,2,0,32,0,0,0,0,0,1
6868,Mustafa BALOĞLU,AK Parti,KONYA,0,6,0,3,0,0,0,0,0,0
6648,Ahmet DAVUTOĞLU,AK Parti,KONYA,0,0,0,0,0,0,0,0,0,0
6423,Mustafa KABAKCI,AK Parti,KONYA,0,3,0,1,0,0,0,0,0,0
6466,Mustafa KALAYCI,MHP,KONYA,28,40,2,173,0,1,0,2,0,36
5938,Atilla KART,CHP,KONYA,5,13,3,104,0,1,1,2,0,73
6281,Kerim ÖZKUL,AK Parti,KONYA,1,10,1,2,0,0,0,0,0,0
6718,Gülay SAMANCI,AK Parti,KONYA,0,3,0,0,0,0,0,0,0,0
6276,Harun TÜFEKCİ,AK Parti,KONYA,0,3,0,3,0,0,0,0,0,0
6420,Ayşe TÜRKMENOĞLU,AK Parti,KONYA,0,5,0,2,0,0,0,0,0,0
6677,Hüseyin ÜZÜLMEZ,AK Parti,KONYA,0,2,0,1,0,0,0,0,0,0
6670,İlhan YERLİKAYA,AK Parti,KONYA,0,4,0,4,0,0,0,0,0,0
6725,Cem ZORLU,AK Parti,KONYA,0,4,0,3,0,0,0,0,0,0
5979,Soner AKSOY,AK Parti,KÜTAHYA,0,0,0,2,0,0,0,0,0,0
6741,İdris BAL,AK Parti,KÜTAHYA,0,2,0,1,0,0,0,0,0,0
6437,Alim IŞIK,MHP,KÜTAHYA,6,13,20,229,0,0,0,2,174,960
6658,Vural KAVUNCU,AK Parti,KÜTAHYA,0,1,0,2,0,0,0,0,0,0
6171,Hasan Fehmi KİNAY,AK Parti,KÜTAHYA,0,2,0,0,0,0,0,0,0,0
6857,Veli AĞBABA,CHP,MALATYA,5,36,29,315,1,1,0,4,2,227
6685,Hüseyin Cemal AKIN,AK Parti,MALATYA,0,1,0,2,0,0,0,0,0,0
6615,Öznur ÇALIK,AK Parti,MALATYA,3,5,1,3,0,0,0,0,0,0
6518,Mahmut Mücahit FINDIKLI,AK Parti,MALATYA,1,3,1,2,0,0,0,0,0,0
6429,Ömer Faruk ÖZ,AK Parti,MALATYA,0,4,0,4,0,0,0,0,0,0
6924,Mustafa ŞAHİN,AK Parti,MALATYA,0,4,0,3,0,1,0,0,0,0
6462,Erkan AKÇAY,MHP,MANİSA,13,27,17,166,0,0,0,1,0,409
6913,Uğur AYDEMİR,AK Parti,MANİSA,1,4,0,2,0,0,0,0,0,0
6522,Recai BERBER,AK Parti,MANİSA,1,2,0,1,0,0,0,0,0,0
3764,Sümer ORAL,MHP,MANİSA,0,5,0,143,0,0,0,0,0,5
6324,Hasan ÖREN,CHP,MANİSA,8,22,7,115,0,1,0,2,1,169
6778,Sakine ÖZ,CHP,MANİSA,2,23,5,158,0,1,0,1,0,67
6907,Selçuk ÖZDAĞ,AK Parti,MANİSA,0,2,1,2,0,0,0,0,0,0
6928,Özgür ÖZEL,CHP,MANİSA,2,26,3,160,0,1,0,2,1,78
6179,Hüseyin TANRIVERDİ,AK Parti,MANİSA,0,2,0,1,0,0,0,0,0,0
6863,Muzaffer YURTTAŞ,AK Parti,MANİSA,0,3,0,3,0,0,0,0,0,0
6732,Abdurrahim AKDAĞ,AK Parti,MARDİN,0,3,0,2,0,0,0,0,0,0
6633,Gönül BEKİN ŞAHKULUBEY,AK Parti,MARDİN,0,3,0,3,0,0,0,0,0,0
6965,Erol DORA,BDP,MARDİN,0,0,8,177,0,0,0,0,0,22
6737,Muammer GÜLER,AK Parti,MARDİN,0,3,0,1,0,0,0,0,0,0
3536,Ahmet TÜRK,BAĞIMSIZ,MARDİN,0,0,0,1,0,0,0,0,0,1
6964,Gülser YILDIRIM,BDP,MARDİN,0,0,0,0,0,0,0,0,0,0
6927,Aytuğ ATICI,CHP,MERSİN,5,19,10,126,0,1,0,3,1,43
6719,Nebi BOZKURT,AK Parti,MERSİN,0,1,0,3,0,0,0,0,0,0
6531,Mehmet Zafer ÇAĞLAYAN,AK Parti,MERSİN,0,0,0,0,0,0,0,0,0,0
6641,İsa GÖK,CHP,MERSİN,0,1,0,6,0,0,0,2,0,3
6955,Ertuğrul KÜRKCÜ,BDP,MERSİN,0,1,8,176,0,0,0,0,0,28
6715,Çiğdem Münevver ÖKTEN,AK Parti,MERSİN,1,2,0,3,0,0,0,0,0,0
6811,Ali ÖZ,MHP,MERSİN,13,19,6,210,0,0,0,0,10,189
6563,Ali Rıza ÖZTÜRK,CHP,MERSİN,7,36,15,260,0,1,0,2,0,181
6557,Vahap SEÇER,CHP,MERSİN,4,16,5,33,0,0,0,2,0,22
5782,Mehmet ŞANDIR,MHP,MERSİN,105,107,68,229,12,15,0,10,0,184
6714,Ahmet Tevfik UZUN,AK Parti,MERSİN,0,4,0,0,0,1,0,0,0,0
6830,Ömer Süha ALDAN,CHP,MUĞLA,5,22,0,39,0,0,0,3,0,25
6833,Ali BOĞA,AK Parti,MUĞLA,0,1,0,2,0,0,0,0,0,0
6791,Tolga ÇANDAR,CHP,MUĞLA,0,13,2,92,0,1,0,2,0,13
6914,Nurettin DEMİR,CHP,MUĞLA,16,26,4,149,0,1,0,2,13,86
6881,Mehmet ERDOĞAN,MHP,MUĞLA,8,15,4,199,0,1,0,2,10,22
6422,Yüksel ÖZDEN,AK Parti,MUĞLA,1,2,0,3,0,0,0,0,0,0
6890,Muzaffer ÇAKAR,AK Parti,MUŞ,0,3,0,1,0,0,0,0,0,0
6961,Demir ÇELİK,BDP,MUŞ,5,5,7,170,0,0,0,0,0,59
6733,Faruk IŞIK,AK Parti,MUŞ,0,2,0,3,0,0,0,0,0,0
4673,Sırrı SAKİK,BDP,MUŞ,1,1,7,178,0,0,0,0,0,12
6517,Ahmet Erdal FERALAN,AK Parti,NEVŞEHİR,0,2,0,3,0,0,0,0,0,0
6904,Ebu Bekir GİZLİGİDER,AK Parti,NEVŞEHİR,0,3,2,3,0,0,0,0,0,0
6882,Murat GÖKTÜRK,AK Parti,NEVŞEHİR,0,3,0,4,0,0,0,0,0,0
6682,Alpaslan KAVAKLIOĞLU,AK Parti,NİĞDE,0,3,0,4,0,0,0,0,0,0
6706,Ömer SELVİ,AK Parti,NİĞDE,0,2,0,3,0,1,0,0,0,0
6711,Doğan ŞAFAK,CHP,NİĞDE,2,21,3,163,0,0,0,4,6,45
6578,Mustafa HAMARAT,AK Parti,ORDU,1,3,0,3,0,0,0,0,0,0
6312,İdris Naim ŞAHİN,AK Parti,ORDU,0,0,0,0,0,0,0,0,0,0
6879,İhsan ŞENER,AK Parti,ORDU,1,5,0,2,0,0,0,0,0,0
6888,Fatih Han ÜNAL,AK Parti,ORDU,0,4,0,1,0,0,0,0,0,0
6798,İdris YILDIZ,CHP,ORDU,0,19,5,70,0,0,0,3,0,35
5801,Devlet BAHÇELİ,MHP,OSMANİYE,1,1,0,0,0,0,0,0,0,0
6339,Durdu Mehmet KASTAL,AK Parti,OSMANİYE,0,1,0,12,0,0,0,0,0,0
6740,Suat ÖNAL,AK Parti,OSMANİYE,0,1,0,1,0,0,0,0,0,0
6694,Hasan Hüseyin TÜRKOĞLU,MHP,OSMANİYE,12,19,8,161,0,0,0,1,3,88
6260,Nusret BAYRAKTAR,AK Parti,RİZE,0,3,0,0,0,0,0,0,0,0
6889,Hasan KARAL,AK Parti,RİZE,0,3,0,1,0,0,0,0,0,0
5996,Hayati YAZICI,AK Parti,RİZE,1,2,0,0,0,0,0,0,0,0
6348,Hasan Ali ÇELİK,AK Parti,SAKARYA,1,3,0,1,0,0,0,0,0,0
5997,Şaban DİŞLİ,AK Parti,SAKARYA,0,2,0,0,0,0,0,0,0,0
6861,Ayşenur İSLAM,AK Parti,SAKARYA,0,2,0,3,0,0,0,0,0,0
6438,Münir KUTLUATA,MHP,SAKARYA,0,3,1,38,0,1,0,2,0,0
6789,Engin ÖZKOÇ,CHP,SAKARYA,2,13,2,29,0,1,0,1,0,35
6347,Ayhan Sefer ÜSTÜN,AK Parti,SAKARYA,0,2,0,1,0,0,0,0,0,0
6822,Ali İhsan YAVUZ,AK Parti,SAKARYA,0,4,0,2,0,0,0,0,0,0
6675,Tülay BAKIR,AK Parti,SAMSUN,0,2,0,11,0,0,0,0,0,0
6269,Cemal Yılmaz DEMİR,AK Parti,SAMSUN,0,0,0,1,0,0,0,0,0,0
6270,Mustafa DEMİR,AK Parti,SAMSUN,0,1,0,1,0,0,0,0,0,0
6834,Ahmet İhsan KALKAVAN,CHP,SAMSUN,0,26,0,247,0,2,0,2,5,19
6662,Akif Çağatay KILIÇ,AK Parti,SAMSUN,0,1,0,2,0,0,0,0,0,0
6153,Suat KILIÇ,AK Parti,SAMSUN,0,2,0,0,0,0,0,0,0,0
6081,Ahmet Haluk KOÇ,CHP,SAMSUN,1,10,0,12,0,1,0,1,0,37
6850,Cemalettin ŞİMŞEK,MHP,SAMSUN,0,8,2,81,0,0,0,0,0,23
6008,Ahmet YENİ,AK Parti,SAMSUN,0,1,0,1,0,0,0,0,0,0
6010,Afif DEMİRKIRAN,AK Parti,SİİRT,0,2,0,3,0,0,0,0,0,0
6479,Gültan KIŞANAK,BDP,SİİRT,0,0,0,0,0,0,0,0,0,0
6901,Osman ÖREN,AK Parti,SİİRT,0,2,0,1,0,0,0,0,0,0
6030,Engin ALTAY,CHP,SİNOP,2,9,4,61,0,1,0,3,0,38
6745,Mehmet ERSOY,AK Parti,SİNOP,0,2,0,6,0,0,0,0,0,0
6887,Hilmi BİLGİN,AK Parti,SİVAS,0,4,0,3,0,0,0,0,0,0
6620,Mesude Nursuna MEMECAN,AK Parti,SİVAS,0,0,0,1,0,0,0,0,0,0
6405,Malik Ecder ÖZDEMİR,CHP,SİVAS,4,25,1,153,0,2,0,3,0,22
6886,Ali TURAN,AK Parti,SİVAS,0,2,0,2,0,0,0,0,0,0
6374,İsmet YILMAZ,AK Parti,SİVAS,0,1,0,0,0,0,0,0,0,0
5754,Yahya AKMAN,AK Parti,ŞANLIURFA,1,3,0,9,0,0,0,0,0,0
6695,Mehmet AKYÜREK,AK Parti,ŞANLIURFA,0,3,0,10,0,0,0,0,0,0
6968,İbrahim AYHAN,BDP,ŞANLIURFA,0,0,0,0,0,0,0,0,0,0
6474,İbrahim BİNİCİ,BDP,ŞANLIURFA,2,2,8,179,0,0,0,0,19,75
5905,Faruk ÇELİK,AK Parti,ŞANLIURFA,0,1,0,0,0,0,0,0,0,0
4698,Seyit EYYÜPOĞLU,AK Parti,ŞANLIURFA,0,2,0,0,0,0,0,0,0,0
6663,Abdulkerim GÖK,AK Parti,ŞANLIURFA,2,8,0,2,0,0,0,0,0,0
6671,Mehmet Kasım GÜLPINAR,AK Parti,ŞANLIURFA,1,5,0,2,0,0,0,0,0,0
6707,Mahmut KAÇAR,AK Parti,ŞANLIURFA,0,1,0,11,0,0,0,0,0,0
6488,Abdulkadir Emin ÖNEN,AK Parti,ŞANLIURFA,0,2,0,0,0,0,0,0,0,0
6674,Halil ÖZCAN,AK Parti,ŞANLIURFA,0,2,0,0,0,0,0,0,0,0
6104,Zeynep Armağan USLU,AK Parti,ŞANLIURFA,0,7,0,3,0,0,0,0,0,0
6681,Mehmet Emin DİNDAR,AK Parti,ŞIRNAK,0,3,0,3,0,0,0,0,0,0
6970,Selma IRMAK,BDP,ŞIRNAK,0,0,0,0,0,0,0,0,0,0
6476,Hasip KAPLAN,BDP,ŞIRNAK,20,20,44,229,0,1,0,4,16,83
6971,Faysal SARIYILDIZ,BDP,ŞIRNAK,0,0,0,0,0,0,0,0,0,0
5954,Tevfik Ziyaeddin AKBULUT,AK Parti,TEKİRDAĞ,0,2,0,0,0,0,0,0,0,0
6655,Bülent BELEN,MHP,TEKİRDAĞ,13,18,1,154,0,1,0,2,0,34
6686,Emre KÖPRÜLÜ,CHP,TEKİRDAĞ,3,18,6,117,0,1,0,1,3,69
6402,Faik ÖZTRAK,CHP,TEKİRDAĞ,2,10,1,23,0,1,0,1,0,15
6884,Özlem YEMİŞÇİ,AK Parti,TEKİRDAĞ,0,1,0,1,0,0,0,0,0,0
6837,Candan YÜCEER,CHP,TEKİRDAĞ,2,23,12,228,0,2,0,3,1,89
6290,Zeyid ASLAN,AK Parti,TOKAT,0,1,0,10,0,0,0,0,0,0
5973,Şükrü AYALAN,AK Parti,TOKAT,1,1,0,0,0,0,0,0,0,0
5676,Reşat DOĞRU,MHP,TOKAT,13,25,15,97,0,1,0,1,174,83
6780,Orhan DÜZGÜN,CHP,TOKAT,11,19,6,24,0,1,0,2,0,69
6616,Dilek YÜKSEL,AK Parti,TOKAT,0,1,0,3,0,0,0,0,0,0
4712,Koray AYDIN,MHP,TRABZON,0,3,0,62,0,0,0,0,0,6
6933,Erdoğan BAYRAKTAR,AK Parti,TRABZON,0,1,0,0,0,0,0,0,0,0
6846,Aydın BIYIKLIOĞLU,AK Parti,TRABZON,0,2,0,0,0,0,0,0,0,0
6825,Mehmet Volkan CANALİOĞLU,CHP,TRABZON,3,19,4,97,0,1,0,3,2,50
6294,Faruk Nafız ÖZAK,AK Parti,TRABZON,0,1,0,0,0,0,0,0,0,0
6555,Safiye SEYMENOĞLU,AK Parti,TRABZON,0,4,0,5,0,0,0,0,0,0
6826,Hüseyin AYGÜN,CHP,TUNCELİ,0,5,4,26,0,1,0,1,0,99
4440,Kamer GENÇ,CHP,TUNCELİ,10,24,0,83,0,1,0,4,88,6
6792,Dilek AKAGÜN YILMAZ,CHP,UŞAK,0,13,1,66,0,0,0,1,0,62
6788,Mehmet ALTAY,AK Parti,UŞAK,2,4,0,1,0,0,0,0,0,0
6768,İsmail GÜNEŞ,AK Parti,UŞAK,0,7,0,1,0,0,0,0,0,0
6958,Kemal AKTAŞ,BAĞIMSIZ,VAN,0,0,0,0,0,0,0,0,0,0
6807,Mustafa BİLİCİ,AK Parti,VAN,0,3,0,1,0,0,0,0,0,0
6805,Fatih ÇİFTCİ,AK Parti,VAN,0,3,0,1,0,0,0,0,0,0
6967,Nazmi GÜR,BDP,VAN,0,0,3,177,0,0,0,0,3,54
6394,Burhan KAYATÜRK,AK Parti,VAN,0,2,0,0,0,0,0,0,0,0
6572,Gülşen ORHAN,AK Parti,VAN,0,0,0,1,0,0,0,0,0,0
6478,Aysel TUĞLUK,BAĞIMSIZ,VAN,0,0,0,3,0,0,0,0,0,22
6484,Özdal ÜÇER,BDP,VAN,0,0,4,176,0,0,0,0,0,45
6747,Temel COŞKUN,AK Parti,YALOVA,0,3,1,2,0,0,0,0,0,0
6367,Muharrem İNCE,CHP,YALOVA,16,16,3,9,1,2,3,4,0,86
6709,Yusuf BAŞER,AK Parti,YOZGAT,1,5,0,11,0,0,0,0,0,0
6238,Bekir BOZDAĞ,AK Parti,YOZGAT,0,2,0,0,0,0,0,0,0,0
6855,Sadir DURMAZ,MHP,YOZGAT,8,14,4,84,0,0,0,1,18,110
6710,Ertuğrul SOYSAL,AK Parti,YOZGAT,1,7,0,4,0,0,0,0,0,0
6796,Ercan CANDAN,AK Parti,ZONGULDAK,0,1,0,0,0,0,0,0,0,0
6894,Mehmet HABERAL,CHP,ZONGULDAK,0,0,0,0,0,0,0,0,0,0
6512,Ali İhsan KÖKTÜRK,CHP,ZONGULDAK,3,29,5,165,0,0,0,2,0,119
3822,Köksal TOPTAN,AK Parti,ZONGULDAK,0,1,0,0,0,0,0,0,0,0
6738,Özcan ULUPINAR,AK Parti,ZONGULDAK,0,2,0,11,0,0,0,0,0,0
